slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords,limits_json,targeting_json,effects_json,abilities_json,rules_text,flavor_text,frame_type,video_prompt,action_speed
artifact-obsidian-184,Night Shard,ARTIFACT,RARE,FALSE,OBSIDIAN,3,4,0,0,0,0,0,life_steal,{},{},[],"[{""name"": ""life_steal"", ""parameters"": {""amount"": 2}}]",Life Steal: 2,Scholars have spent lifetimes trying to unlock the mysteries of night shard.,rare_artifact_frame,,
artifact-radiant-185,Gold Artifact,ARTIFACT,RARE,FALSE,RADIANT,3,4,0,0,0,0,0,reflect_damage,{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,The gold artifact contains secrets lost to time immemorial.,rare_artifact_frame,,
artifact-aether-186,Cosmic Orb,ARTIFACT,RARE,FALSE,AETHER,3,4,0,0,0,0,0,teleport,{},{},[],"[{""name"": ""teleport"", ""parameters"": {""amount"": 2}}]",Teleport: 2,The cosmic orb contains secrets lost to time immemorial.,rare_artifact_frame,,
artifact-azure-187,Water Tome,ARTIFACT,RARE,FALSE,AZURE,3,4,0,0,0,0,0,immunity,{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 2}}]",Immunity: 2,The power within water tome could reshape the very foundations of reality.,rare_artifact_frame,,
artifact-crimson-188,Ember Tome 1,ARTIFACT,RARE,FALSE,CRIMSON,3,4,0,0,0,0,0,reflect_damage,{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 2, ""target_type"": ""enemy""}}]",Deal 2 Reflect damage to enemy.,The ember tome 1 contains secrets lost to time immemorial.,rare_artifact_frame,,
artifact-verdant-189,Wild Tome 1,ARTIFACT,RARE,FALSE,VERDANT,3,4,0,0,0,0,0,life_steal,{},{},[],"[{""name"": ""life_steal"", ""parameters"": {""amount"": 2}}]",Life Steal: 2,Scholars have spent lifetimes trying to unlock the mysteries of wild tome 1.,rare_artifact_frame,,
artifact-obsidian-190,Night Artifact,ARTIFACT,EPIC,FALSE,OBSIDIAN,4,5,0,0,0,0,0,teleport,{},{},[],"[{""name"": ""teleport"", ""parameters"": {""amount"": 3}}]",Teleport: 3,The night artifact contains secrets lost to time immemorial.,epic_artifact_frame,,
artifact-aether-192,Spirit Orb 1,ARTIFACT,EPIC,FALSE,AETHER,4,5,0,0,0,0,0,life_steal,{},{},[],"[{""name"": ""life_steal"", ""parameters"": {""amount"": 3}}]",Life Steal: 3,Scholars have spent lifetimes trying to unlock the mysteries of spirit orb 1.,epic_artifact_frame,,
artifact-azure-193,Flow Orb 2,ARTIFACT,EPIC,FALSE,AZURE,4,5,0,0,0,0,0,reflect_damage,{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Deal 3 Reflect damage to enemy.,Scholars have spent lifetimes trying to unlock the mysteries of flow orb 2.,epic_artifact_frame,,
artifact-crimson-194,Inferno Relic,ARTIFACT,EPIC,FALSE,CRIMSON,4,5,0,0,0,0,0,reflect_damage,{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Deal 3 Reflect damage to enemy.,Scholars have spent lifetimes trying to unlock the mysteries of inferno relic.,epic_artifact_frame,,
artifact-verdant-195,Leaf Orb,ARTIFACT,EPIC,FALSE,VERDANT,4,5,0,0,0,0,0,immunity,{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 3}}]",Immunity: 3,Scholars have spent lifetimes trying to unlock the mysteries of leaf orb.,epic_artifact_frame,,
artifact-obsidian-196,Black Orb,ARTIFACT,EPIC,FALSE,OBSIDIAN,4,5,0,0,0,0,0,reflect_damage,{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Deal 3 Reflect damage to enemy.,The power within black orb could reshape the very foundations of reality.,epic_artifact_frame,,
artifact-azure-199,Flow Orb 3,ARTIFACT,EPIC,FALSE,AZURE,4,5,0,0,0,0,0,immunity,{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 3}}]",Immunity: 3,The flow orb 3 contains secrets lost to time immemorial.,epic_artifact_frame,,
artifact-crimson-200,Fire Crystal 1,ARTIFACT,EPIC,FALSE,CRIMSON,4,5,0,0,0,0,0,reflect_damage,{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Deal 3 Reflect damage to enemy.,The power within fire crystal 1 could reshape the very foundations of reality.,epic_artifact_frame,,
hero-radiant-041,Divine Guardian,HERO,LEGENDARY,TRUE,RADIANT,0,0,12,8,30,0,0,"immunity, buff_defense",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 4}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Immunity: 4 Target ally gets +4 defense.,Legends speak of Divine Guardian's courage in the face of impossible odds.,legendary_hero_frame,,
hero-azure-151,Water Knight,HERO,LEGENDARY,TRUE,AZURE,0,0,12,8,30,0,0,"gain_mana, water_damage",{},{},[],"[{""name"": ""gain_mana"", ""parameters"": {""amount"": 4}}, {""name"": ""water_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Gain Mana: 4 Deal 4 Water damage to enemy.,Legends speak of Water Knight's courage in the face of impossible odds.,legendary_hero_frame,,
hero-azure-193,Flow Champion 1,HERO,LEGENDARY,TRUE,AZURE,0,0,12,8,30,0,0,"gain_mana, water_damage",{},{},[],"[{""name"": ""gain_mana"", ""parameters"": {""amount"": 4}}, {""name"": ""water_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Gain Mana: 4 Deal 4 Water damage to enemy.,The mere presence of Flow Champion 1 inspires allies and strikes fear into enemies.,legendary_hero_frame,,
hero-crimson-002,Forge Champion,HERO,LEGENDARY,TRUE,CRIMSON,0,0,12,6,30,0,0,"buff_attack, fire_damage",{},{},[],"[{""name"": ""buff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Target ally gets +4 attack. Deal 4 Fire damage to enemy.,Forge Champion stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-radiant-125,Light Knight,HERO,LEGENDARY,TRUE,RADIANT,0,0,12,6,30,0,0,"immunity, buff_defense",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 4}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Immunity: 4 Target ally gets +4 defense.,The mere presence of Light Knight inspires allies and strikes fear into enemies.,legendary_hero_frame,,
hero-radiant-107,Divine Knight 2,HERO,LEGENDARY,TRUE,RADIANT,0,0,12,8,28,0,0,"immunity, heal",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 4}}, {""name"": ""heal"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Immunity: 4 Heal 4 health to ally.,Divine Knight 2 stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-obsidian-184,Death Warden,HERO,LEGENDARY,TRUE,OBSIDIAN,0,0,12,4,30,0,0,"debuff_attack, deal_damage",{},{},[],"[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Target ally gets +4 deattack. Deal 4 Deal damage to enemy.,Death Warden stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-azure-031,Wave Master 1,HERO,LEGENDARY,TRUE,AZURE,0,0,12,8,26,0,0,"gain_mana, freeze",{},{},[],"[{""name"": ""gain_mana"", ""parameters"": {""amount"": 4}}, {""name"": ""freeze"", ""parameters"": {""amount"": 4, ""duration"": 2}}]",Gain Mana: 4 Freeze target for 2 turns.,Wave Master 1 stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-radiant-065,Divine Knight,HERO,LEGENDARY,TRUE,RADIANT,0,0,10,8,30,0,0,"buff_defense, heal",{},{},[],"[{""name"": ""buff_defense"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""heal"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Target ally gets +4 defense. Heal 4 health to ally.,Divine Knight stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-azure-001,Ice Master,HERO,LEGENDARY,TRUE,AZURE,0,0,12,4,28,0,0,"water_damage, gain_mana",{},{},[],"[{""name"": ""water_damage"", ""parameters"": {""amount"": 6, ""target_type"": ""enemy""}}, {""name"": ""gain_mana"", ""parameters"": {""amount"": 6}}]",Deal 6 Water damage to enemy. Gain Mana: 6,Legends speak of Ice Master's courage in the face of impossible odds.,legendary_hero_frame,,
hero-radiant-029,Gold Lord,HERO,LEGENDARY,TRUE,RADIANT,0,0,10,6,30,0,0,"heal, immunity",{},{},[],"[{""name"": ""heal"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 4}}]",Heal 4 health to ally. Immunity: 4,The mere presence of Gold Lord inspires allies and strikes fear into enemies.,legendary_hero_frame,,
hero-aether-060,Ethereal Knight,HERO,LEGENDARY,TRUE,AETHER,0,0,12,6,26,0,0,"gain_energy, reflect_damage",{},{},[],"[{""name"": ""gain_energy"", ""parameters"": {""amount"": 4}}, {""name"": ""reflect_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Gain Energy: 4 Deal 4 Reflect damage to enemy.,Legends speak of Ethereal Knight's courage in the face of impossible odds.,legendary_hero_frame,,
hero-radiant-077,Pure Sage,HERO,LEGENDARY,TRUE,RADIANT,0,0,12,6,26,0,0,"immunity, heal",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 6}}, {""name"": ""heal"", ""parameters"": {""amount"": 6, ""target_type"": ""ally""}}]",Immunity: 6 Heal 6 health to ally.,Legends speak of Pure Sage's courage in the face of impossible odds.,legendary_hero_frame,,
hero-obsidian-040,Shadow Champion,HERO,LEGENDARY,TRUE,OBSIDIAN,0,0,12,8,24,0,0,"poison, debuff_attack",{},{},[],"[{""name"": ""poison"", ""parameters"": {""amount"": 4, ""duration"": 3}}, {""name"": ""debuff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Apply poison (4 damage for 3 turns). Target ally gets +4 deattack.,Legends speak of Shadow Champion's courage in the face of impossible odds.,legendary_hero_frame,,
hero-obsidian-166,Shadow Champion 1,HERO,LEGENDARY,TRUE,OBSIDIAN,0,0,12,8,24,0,0,"debuff_attack, deal_damage",{},{},[],"[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Target ally gets +4 deattack. Deal 4 Deal damage to enemy.,Legends speak of Shadow Champion 1's courage in the face of impossible odds.,legendary_hero_frame,,
hero-aether-180,Void Master,HERO,LEGENDARY,TRUE,AETHER,0,0,10,8,28,0,0,"reflect_damage, gain_energy",{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 6, ""target_type"": ""enemy""}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 6}}]",Deal 6 Reflect damage to enemy. Gain Energy: 6,Void Master stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-aether-072,Spirit Warden,HERO,LEGENDARY,TRUE,AETHER,0,0,10,4,30,0,0,"gain_energy, reflect_damage",{},{},[],"[{""name"": ""gain_energy"", ""parameters"": {""amount"": 4}}, {""name"": ""reflect_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Gain Energy: 4 Deal 4 Reflect damage to enemy.,Legends speak of Spirit Warden's courage in the face of impossible odds.,legendary_hero_frame,,
hero-verdant-075,Growth Champion 1,HERO,LEGENDARY,TRUE,VERDANT,0,0,12,4,26,0,0,"heal, regeneration",{},{},[],"[{""name"": ""heal"", ""parameters"": {""amount"": 6, ""target_type"": ""ally""}}, {""name"": ""regeneration"", ""parameters"": {""amount"": 6, ""duration"": 2}}]",Heal 6 health to ally. Regeneration: 6,Legends speak of Growth Champion 1's courage in the face of impossible odds.,legendary_hero_frame,,
hero-verdant-093,Nature Sage,HERO,LEGENDARY,TRUE,VERDANT,0,0,12,4,26,0,0,"heal, buff_defense",{},{},[],"[{""name"": ""heal"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Heal 4 health to ally. Target ally gets +4 defense.,Legends speak of Nature Sage's courage in the face of impossible odds.,legendary_hero_frame,,
hero-crimson-140,Burn Knight,HERO,LEGENDARY,TRUE,CRIMSON,0,0,12,4,26,0,0,"buff_attack, fire_damage",{},{},[],"[{""name"": ""buff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Target ally gets +4 attack. Deal 4 Fire damage to enemy.,Burn Knight stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-verdant-159,Growth Warden,HERO,LEGENDARY,TRUE,VERDANT,0,0,10,4,30,0,0,"regeneration, buff_defense",{},{},[],"[{""name"": ""regeneration"", ""parameters"": {""amount"": 4, ""duration"": 4}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Regeneration: 4 Target ally gets +4 defense.,The mere presence of Growth Warden inspires allies and strikes fear into enemies.,legendary_hero_frame,,
hero-radiant-017,Pure Guardian,HERO,LEGENDARY,TRUE,RADIANT,0,0,12,6,24,0,0,"heal, immunity",{},{},[],"[{""name"": ""heal"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 4}}]",Heal 4 health to ally. Immunity: 4,Pure Guardian stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-azure-025,Flow Champion,HERO,LEGENDARY,TRUE,AZURE,0,0,10,6,28,0,0,"water_damage, gain_mana",{},{},[],"[{""name"": ""water_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}, {""name"": ""gain_mana"", ""parameters"": {""amount"": 4}}]",Deal 4 Water damage to enemy. Gain Mana: 4,Flow Champion stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-radiant-143,Dawn Lord,HERO,LEGENDARY,TRUE,RADIANT,0,0,10,6,28,0,0,"immunity, buff_defense",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 6}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 6, ""target_type"": ""ally""}}]",Immunity: 6 Target ally gets +6 defense.,Dawn Lord stands as a beacon of hope in the darkest of times.,legendary_hero_frame,,
hero-crimson-158,Inferno Sage 1,HERO,LEGENDARY,TRUE,CRIMSON,0,0,12,6,24,0,0,"area_damage, fire_damage",{},{},[],"[{""name"": ""area_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}]",Deal 4 Area damage to enemy. Deal 4 Fire damage to enemy.,The mere presence of Inferno Sage 1 inspires allies and strikes fear into enemies.,legendary_hero_frame,,
hero-aether-174,Mystic Warden,HERO,LEGENDARY,TRUE,AETHER,0,0,10,6,28,0,0,"reflect_damage, gain_energy",{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 4}}]",Deal 4 Reflect damage to enemy. Gain Energy: 4,Legends speak of Mystic Warden's courage in the face of impossible odds.,legendary_hero_frame,,
hero-aether-006,Cosmic Knight,HERO,EPIC,FALSE,AETHER,0,0,4,4,15,0,0,"reflect_damage, teleport",{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""teleport"", ""parameters"": {""amount"": 3}}]",Deal 3 Reflect damage to enemy. Teleport: 3,Legends speak of Cosmic Knight's courage in the face of impossible odds.,epic_hero_frame,,
hero-radiant-035,Light Master,HERO,EPIC,FALSE,RADIANT,0,0,6,4,11,0,0,"immunity, heal",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 3}}, {""name"": ""heal"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}]",Immunity: 3 Heal 3 health to ally.,Light Master stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-obsidian-076,Death Master,HERO,EPIC,FALSE,OBSIDIAN,0,0,4,4,15,0,0,"poison, deal_damage",{},{},[],"[{""name"": ""poison"", ""parameters"": {""amount"": 3, ""duration"": 3}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Apply poison (3 damage for 3 turns). Deal 3 Deal damage to enemy.,The mere presence of Death Master inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-obsidian-100,Dark Master 1,HERO,EPIC,FALSE,OBSIDIAN,0,0,4,4,15,0,0,"deal_damage, debuff_attack",{},{},[],"[{""name"": ""deal_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""debuff_attack"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}]",Deal 3 Deal damage to enemy. Target ally gets +3 deattack.,Dark Master 1 stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-crimson-110,Forge Master 2,HERO,EPIC,FALSE,CRIMSON,0,0,6,4,11,0,0,"fire_damage, area_damage",{},{},[],"[{""name"": ""fire_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""area_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Deal 3 Fire damage to enemy. Deal 3 Area damage to enemy.,Forge Master 2 stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-obsidian-118,Void Champion,HERO,EPIC,FALSE,OBSIDIAN,0,0,5,4,13,0,0,"deal_damage, poison",{},{},[],"[{""name"": ""deal_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""poison"", ""parameters"": {""amount"": 3, ""duration"": 3}}]",Deal 3 Deal damage to enemy. Apply poison (3 damage for 3 turns).,Legends speak of Void Champion's courage in the face of impossible odds.,epic_hero_frame,,
hero-aether-162,Void Lord 2,HERO,EPIC,FALSE,AETHER,0,0,5,4,13,0,0,"reflect_damage, teleport",{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""teleport"", ""parameters"": {""amount"": 3}}]",Deal 3 Reflect damage to enemy. Teleport: 3,The mere presence of Void Lord 2 inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-obsidian-178,Shade Sage,HERO,EPIC,FALSE,OBSIDIAN,0,0,6,4,11,0,0,"deal_damage, poison",{},{},[],"[{""name"": ""deal_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}, {""name"": ""poison"", ""parameters"": {""amount"": 4, ""duration"": 4}}]",Deal 4 Deal damage to enemy. Apply poison (4 damage for 4 turns).,The mere presence of Shade Sage inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-aether-198,Arcane Champion,HERO,EPIC,FALSE,AETHER,0,0,4,4,15,0,0,"reflect_damage, teleport",{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}, {""name"": ""teleport"", ""parameters"": {""amount"": 4}}]",Deal 4 Reflect damage to enemy. Teleport: 4,The mere presence of Arcane Champion inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-obsidian-058,Dark Warden,HERO,EPIC,FALSE,OBSIDIAN,0,0,6,2,12,0,0,"debuff_attack, poison",{},{},[],"[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}, {""name"": ""poison"", ""parameters"": {""amount"": 3, ""duration"": 4}}]",Target ally gets +3 deattack. Apply poison (3 damage for 4 turns).,Dark Warden stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-crimson-074,Flame Guardian,HERO,EPIC,FALSE,CRIMSON,0,0,6,2,12,0,0,"fire_damage, buff_attack",{},{},[],"[{""name"": ""fire_damage"", ""parameters"": {""amount"": 4, ""target_type"": ""enemy""}}, {""name"": ""buff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Deal 4 Fire damage to enemy. Target ally gets +4 attack.,The mere presence of Flame Guardian inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-radiant-095,Divine Knight 1,HERO,EPIC,FALSE,RADIANT,0,0,6,2,12,0,0,"immunity, buff_defense",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 3}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}]",Immunity: 3 Target ally gets +3 defense.,The mere presence of Divine Knight 1 inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-radiant-179,Light Knight 2,HERO,EPIC,FALSE,RADIANT,0,0,6,2,12,0,0,"heal, immunity",{},{},[],"[{""name"": ""heal"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}, {""name"": ""immunity"", ""parameters"": {""amount"": 3}}]",Heal 3 health to ally. Immunity: 3,The mere presence of Light Knight 2 inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-aether-018,Cosmic Champion,HERO,EPIC,FALSE,AETHER,0,0,4,3,15,0,0,"reflect_damage, teleport",{},{},[],"[{""name"": ""reflect_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""teleport"", ""parameters"": {""amount"": 3}}]",Deal 3 Reflect damage to enemy. Teleport: 3,Legends speak of Cosmic Champion's courage in the face of impossible odds.,epic_hero_frame,,
hero-obsidian-034,Shadow Guardian,HERO,EPIC,FALSE,OBSIDIAN,0,0,6,3,11,0,0,"deal_damage, debuff_attack",{},{},[],"[{""name"": ""deal_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""debuff_attack"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}]",Deal 3 Deal damage to enemy. Target ally gets +3 deattack.,The mere presence of Shadow Guardian inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-aether-042,Spirit Lord,HERO,EPIC,FALSE,AETHER,0,0,4,3,15,0,0,"teleport, gain_energy",{},{},[],"[{""name"": ""teleport"", ""parameters"": {""amount"": 4}}, {""name"": ""gain_energy"", ""parameters"": {""amount"": 4}}]",Teleport: 4 Gain Energy: 4,The mere presence of Spirit Lord inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-obsidian-142,Death Master 2,HERO,EPIC,FALSE,OBSIDIAN,0,0,5,3,13,0,0,"poison, deal_damage",{},{},[],"[{""name"": ""poison"", ""parameters"": {""amount"": 3, ""duration"": 4}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Apply poison (3 damage for 4 turns). Deal 3 Deal damage to enemy.,Death Master 2 stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-verdant-183,Grove Warden,HERO,EPIC,FALSE,VERDANT,0,0,5,3,13,0,0,"buff_defense, heal",{},{},[],"[{""name"": ""buff_defense"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""heal"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}]",Target ally gets +4 defense. Heal 4 health to ally.,Grove Warden stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-azure-007,Wave Master,HERO,EPIC,FALSE,AZURE,0,0,6,4,10,0,0,"water_damage, freeze",{},{},[],"[{""name"": ""water_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""freeze"", ""parameters"": {""amount"": 3, ""duration"": 4}}]",Deal 3 Water damage to enemy. Freeze target for 4 turns.,Legends speak of Wave Master's courage in the face of impossible odds.,epic_hero_frame,,
hero-verdant-015,Wild Champion,HERO,EPIC,FALSE,VERDANT,0,0,6,4,10,0,0,"regeneration, heal",{},{},[],"[{""name"": ""regeneration"", ""parameters"": {""amount"": 3, ""duration"": 2}}, {""name"": ""heal"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}]",Regeneration: 3 Heal 3 health to ally.,Legends speak of Wild Champion's courage in the face of impossible odds.,epic_hero_frame,,
hero-azure-037,Crystal Master,HERO,EPIC,FALSE,AZURE,0,0,5,4,12,0,0,"water_damage, gain_mana",{},{},[],"[{""name"": ""water_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""gain_mana"", ""parameters"": {""amount"": 3}}]",Deal 3 Water damage to enemy. Gain Mana: 3,Crystal Master stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-crimson-122,Flame Champion,HERO,EPIC,FALSE,CRIMSON,0,0,5,4,12,0,0,"area_damage, fire_damage",{},{},[],"[{""name"": ""area_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""fire_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Deal 3 Area damage to enemy. Deal 3 Fire damage to enemy.,The mere presence of Flame Champion inspires allies and strikes fear into enemies.,epic_hero_frame,,
hero-obsidian-136,Death Master 1,HERO,EPIC,FALSE,OBSIDIAN,0,0,6,4,10,0,0,"debuff_attack, poison",{},{},[],"[{""name"": ""debuff_attack"", ""parameters"": {""amount"": 4, ""target_type"": ""ally""}}, {""name"": ""poison"", ""parameters"": {""amount"": 4, ""duration"": 4}}]",Target ally gets +4 deattack. Apply poison (4 damage for 4 turns).,Legends speak of Death Master 1's courage in the face of impossible odds.,epic_hero_frame,,
hero-azure-145,Crystal Knight,HERO,EPIC,FALSE,AZURE,0,0,4,4,14,0,0,"freeze, water_damage",{},{},[],"[{""name"": ""freeze"", ""parameters"": {""amount"": 3, ""duration"": 2}}, {""name"": ""water_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Freeze target for 2 turns. Deal 3 Water damage to enemy.,Crystal Knight stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-obsidian-148,Void Warden,HERO,EPIC,FALSE,OBSIDIAN,0,0,4,4,14,0,0,"poison, deal_damage",{},{},[],"[{""name"": ""poison"", ""parameters"": {""amount"": 3, ""duration"": 3}}, {""name"": ""deal_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}]",Apply poison (3 damage for 3 turns). Deal 3 Deal damage to enemy.,Void Warden stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-radiant-149,Bright Guardian,HERO,EPIC,FALSE,RADIANT,0,0,4,4,14,0,0,"immunity, buff_defense",{},{},[],"[{""name"": ""immunity"", ""parameters"": {""amount"": 3}}, {""name"": ""buff_defense"", ""parameters"": {""amount"": 3, ""target_type"": ""ally""}}]",Immunity: 3 Target ally gets +3 defense.,Bright Guardian stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
hero-azure-169,Wave Lord,HERO,EPIC,FALSE,AZURE,0,0,5,4,12,0,0,"water_damage, freeze",{},{},[],"[{""name"": ""water_damage"", ""parameters"": {""amount"": 3, ""target_type"": ""enemy""}}, {""name"": ""freeze"", ""parameters"": {""amount"": 3, ""duration"": 2}}]",Deal 3 Water damage to enemy. Freeze target for 2 turns.,Wave Lord stands as a beacon of hope in the darkest of times.,epic_hero_frame,,
