slug,name,category,rarity,legendary,mana_color_code,mana_cost,energy_cost,attack,defense,health,base_energy_per_turn,equipment_slots,keywords
moss-engine,Moss Engine,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
thorn-engine,Thorn Engine,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
spore-nursery,Spore Nursery,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
bloom-ziggurat,Bloom Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-cathedral,Moss Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
oak-engine,Oak Engine,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
grove-greenhouse,Grove Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-nursery,Moss Nursery,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
spore-palisade,Spore Palisade,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-sanctum,Moss Sanctum,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
grove-well,Grove Well,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
oak-greenhouse,Oak Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
spore-greenhouse,Spore Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
root-nursery,Root Nursery,STRUCTURE,RARE,FALSE,VERDANT,6,2,0,3,12,3,2,
thorn-greenhouse,Thorn Greenhouse,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
seed-cathedral,Seed Cathedral,STRUCTURE,COMMON,FALSE,VERDANT,4,2,0,2,10,2,2,
root-ziggurat,Root Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
verdant-nursery,Verdant Nursery,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
seed-nursery,Seed Nursery,STRUCTURE,COMMON,FALSE,VERDANT,2,1,0,1,8,1,2,
bloom-palisade,Bloom Palisade,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
seed-ziggurat,Seed Ziggurat,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
verdant-henge,Verdant Henge,STRUCTURE,COMMON,FALSE,VERDANT,3,1,0,1,9,1,2,
moss-shrine,Moss Shrine,STRUCTURE,COMMON,FALSE,VERDANT,5,2,0,2,11,2,2,
thorn-vortex-crush,Thorn Vortex Crush,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
grove-leap-bloom,Grove Leap Bloom,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
thorn-vortex-entangle,Thorn Vortex Entangle,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
bark-bash-bind,Bark Bash Bind,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
thorn-vortex-stampede,Thorn Vortex Stampede,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
thorn-vortex-bloom,Thorn Vortex Bloom,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
petal-gale-entangle,Petal Gale Entangle,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
root-snare-bloom,Root Snare Bloom,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
bloom-lash-stampede,Bloom Lash Stampede,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
petal-gale-bloom,Petal Gale Bloom,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
spore-bloom-rise,Spore Bloom Rise,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-grasp,Root Snare Grasp,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
verdant-rush-grasp,Verdant Rush Grasp,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
grove-leap-burst,Grove Leap Burst,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
spore-bloom-bloom,Spore Bloom Bloom,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
verdant-rush-bloom,Verdant Rush Bloom,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
wild-hunt-crush,Wild Hunt Crush,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
bark-bash-rise,Bark Bash Rise,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
bloom-lash-crush,Bloom Lash Crush,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
bloom-lash-bloom,Bloom Lash Bloom,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
thorn-vortex-bind,Thorn Vortex Bind,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
bark-bash-bloom,Bark Bash Bloom,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
grove-leap-grasp,Grove Leap Grasp,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
thorn-vortex-grasp,Thorn Vortex Grasp,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
thorn-vortex-burst,Thorn Vortex Burst,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
verdant-rush-crush,Verdant Rush Crush,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
seedstorm-rise,Seedstorm Rise,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
wild-hunt-stampede,Wild Hunt Stampede,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
bloom-lash-burst,Bloom Lash Burst,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
bloom-lash-grasp,Bloom Lash Grasp,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
verdant-rush-entangle,Verdant Rush Entangle,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
grove-leap-rise,Grove Leap Rise,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
wild-hunt-bloom,Wild Hunt Bloom,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-entangle,Root Snare Entangle,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
spore-bloom-bind,Spore Bloom Bind,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
verdant-rush-bind,Verdant Rush Bind,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
verdant-rush-burst,Verdant Rush Burst,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
seedstorm-grasp,Seedstorm Grasp,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
petal-gale-grasp,Petal Gale Grasp,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
spore-bloom-grasp,Spore Bloom Grasp,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
wild-hunt-bind,Wild Hunt Bind,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
seedstorm-stampede,Seedstorm Stampede,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
bark-bash-entangle,Bark Bash Entangle,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-crush,Root Snare Crush,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-bind,Root Snare Bind,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
grove-leap-crush,Grove Leap Crush,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
seedstorm-howl,Seedstorm Howl,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
wild-hunt-howl,Wild Hunt Howl,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
spore-bloom-howl,Spore Bloom Howl,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
verdant-rush-howl,Verdant Rush Howl,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
bark-bash-burst,Bark Bash Burst,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
petal-gale-burst,Petal Gale Burst,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
petal-gale-crush,Petal Gale Crush,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
verdant-rush-stampede,Verdant Rush Stampede,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
wild-hunt-burst,Wild Hunt Burst,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
spore-bloom-entangle,Spore Bloom Entangle,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
petal-gale-bind,Petal Gale Bind,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-burst,Root Snare Burst,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
seedstorm-bind,Seedstorm Bind,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
bark-bash-stampede,Bark Bash Stampede,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
spore-bloom-crush,Spore Bloom Crush,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
verdant-rush-rise,Verdant Rush Rise,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
grove-leap-stampede,Grove Leap Stampede,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
seedstorm-crush,Seedstorm Crush,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
petal-gale-rise,Petal Gale Rise,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
bloom-lash-bind,Bloom Lash Bind,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
grove-leap-entangle,Grove Leap Entangle,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
bloom-lash-howl,Bloom Lash Howl,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
seedstorm-entangle,Seedstorm Entangle,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
bloom-lash-rise,Bloom Lash Rise,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
wild-hunt-rise,Wild Hunt Rise,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
bark-bash-crush,Bark Bash Crush,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
grove-leap-howl,Grove Leap Howl,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-stampede,Root Snare Stampede,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
spore-bloom-burst,Spore Bloom Burst,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
petal-gale-stampede,Petal Gale Stampede,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
seedstorm-burst,Seedstorm Burst,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
thorn-vortex-rise,Thorn Vortex Rise,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
thorn-vortex-howl,Thorn Vortex Howl,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
wild-hunt-grasp,Wild Hunt Grasp,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
petal-gale-howl,Petal Gale Howl,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
bark-bash-grasp,Bark Bash Grasp,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
bark-bash-howl,Bark Bash Howl,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-rise,Root Snare Rise,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
spore-bloom-stampede,Spore Bloom Stampede,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-howl,Root Snare Howl,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
seedstorm-bloom,Seedstorm Bloom,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
bloom-lash-entangle,Bloom Lash Entangle,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
grove-leap-bind,Grove Leap Bind,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
wild-hunt-entangle,Wild Hunt Entangle,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-bind-2,Root Snare Bind 2,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-bind-3,Root Snare Bind 3,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
root-snare-bind-4,Root Snare Bind 4,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-bind-5,Root Snare Bind 5,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-bind-6,Root Snare Bind 6,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-bind-7,Root Snare Bind 7,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-bind-8,Root Snare Bind 8,ACTION,COMMON,FALSE,VERDANT,0,3,0,0,0,0,0,
root-snare-bind-9,Root Snare Bind 9,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-bind-10,Root Snare Bind 10,ACTION,COMMON,FALSE,VERDANT,0,1,0,0,0,0,0,
root-snare-bind-11,Root Snare Bind 11,ACTION,COMMON,FALSE,VERDANT,0,2,0,0,0,0,0,
shade-monarch,Shade Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
void-monarch,Void Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
night-horror,Night Horror,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
shadow-revenant,Shadow Revenant,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
shadow-monarch,Shadow Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
shade-harbinger,Shade Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
dusk-warden,Dusk Warden,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
grave-harbinger,Grave Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
night-revenant,Night Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
wraith-revenant,Wraith Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
shade-warden,Shade Warden,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
dusk-lurker,Dusk Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
ruin-leech,Ruin Leech,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
void-revenant,Void Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
wraith-warden,Wraith Warden,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
shadow-judge,Shadow Judge,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
coffin-lurker,Coffin Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
night-lurker,Night Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
gloom-harbinger,Gloom Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
void-gargoyle,Void Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
gloom-revenant,Gloom Revenant,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
void-specter,Void Specter,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
gloom-specter,Gloom Specter,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
shade-horror,Shade Horror,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
coffin-gargoyle,Coffin Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
shade-judge,Shade Judge,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
ruin-gargoyle,Ruin Gargoyle,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
gloom-warden,Gloom Warden,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
grave-revenant,Grave Revenant,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
shadow-gargoyle,Shadow Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
shadow-leech,Shadow Leech,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
wraith-judge,Wraith Judge,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
wraith-monarch,Wraith Monarch,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
dusk-harbinger,Dusk Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
night-specter,Night Specter,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
gloom-horror,Gloom Horror,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
wraith-specter,Wraith Specter,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
coffin-warden,Coffin Warden,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
grave-gargoyle,Grave Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
coffin-harbinger,Coffin Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
dusk-leech,Dusk Leech,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
shadow-horror,Shadow Horror,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
wraith-leech,Wraith Leech,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
ruin-harbinger,Ruin Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
gloom-judge,Gloom Judge,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
dusk-revenant,Dusk Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
night-harbinger,Night Harbinger,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
night-judge,Night Judge,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
shade-gargoyle,Shade Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
grave-specter,Grave Specter,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
coffin-specter,Coffin Specter,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
ruin-judge,Ruin Judge,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
gloom-lurker,Gloom Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
dusk-specter,Dusk Specter,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
shadow-warden,Shadow Warden,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
dusk-monarch,Dusk Monarch,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
wraith-gargoyle,Wraith Gargoyle,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
shade-revenant,Shade Revenant,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
void-warden,Void Warden,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
shadow-harbinger,Shadow Harbinger,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
dusk-horror,Dusk Horror,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
ruin-specter,Ruin Specter,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
night-monarch,Night Monarch,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
coffin-monarch,Coffin Monarch,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
void-horror,Void Horror,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
grave-horror,Grave Horror,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
grave-monarch,Grave Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
gloom-monarch,Gloom Monarch,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
wraith-lurker,Wraith Lurker,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
coffin-leech,Coffin Leech,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
shadow-specter,Shadow Specter,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
void-harbinger,Void Harbinger,CREATURE,RARE,FALSE,OBSIDIAN,6,2,4,0,10,3,2,
night-warden,Night Warden,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
ruin-warden,Ruin Warden,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
ruin-horror,Ruin Horror,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
shadow-lurker,Shadow Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
void-lurker,Void Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
dusk-gargoyle,Dusk Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
void-leech,Void Leech,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
gloom-leech,Gloom Leech,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
grave-leech,Grave Leech,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
grave-lurker,Grave Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
ruin-revenant,Ruin Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
coffin-judge,Coffin Judge,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
grave-judge,Grave Judge,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
shade-leech,Shade Leech,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
gloom-gargoyle,Gloom Gargoyle,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
coffin-horror,Coffin Horror,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
night-gargoyle,Night Gargoyle,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
coffin-revenant,Coffin Revenant,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
ruin-monarch,Ruin Monarch,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
shade-lurker,Shade Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
grave-warden,Grave Warden,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
dusk-judge,Dusk Judge,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
ruin-lurker,Ruin Lurker,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
wraith-harbinger,Wraith Harbinger,CREATURE,RARE,FALSE,OBSIDIAN,7,3,4,0,11,3,2,
wraith-horror,Wraith Horror,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
shade-specter,Shade Specter,CREATURE,COMMON,FALSE,OBSIDIAN,5,1,3,0,9,2,2,
night-leech,Night Leech,CREATURE,COMMON,FALSE,OBSIDIAN,4,1,3,0,8,2,2,
void-judge,Void Judge,CREATURE,COMMON,FALSE,OBSIDIAN,3,1,2,0,7,1,2,
night-mausoleum,Night Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
night-citadel,Night Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
coffin-hall,Coffin Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
grave-vault,Grave Vault,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
ruin-obelisk,Ruin Obelisk,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
void-shrine,Void Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
shard-shrine,Shard Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
ash-pylon,Ash Pylon,STRUCTURE,COMMON,FALSE,OBSIDIAN,2,1,0,1,8,1,2,
mourning-shrine,Mourning Shrine,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
ruin-garrison,Ruin Garrison,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
grave-hall,Grave Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
coffin-mausoleum,Coffin Mausoleum,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
ruin-hall,Ruin Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
bone-citadel,Bone Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
cinder-pylon,Cinder Pylon,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
cinder-obelisk,Cinder Obelisk,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
ruin-shrine,Ruin Shrine,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
shard-hall,Shard Hall,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
cinder-garrison,Cinder Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
mourning-hall,Mourning Hall,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
ash-citadel,Ash Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
ruin-citadel,Ruin Citadel,STRUCTURE,COMMON,FALSE,OBSIDIAN,4,2,0,2,10,2,2,
ash-garrison,Ash Garrison,STRUCTURE,COMMON,FALSE,OBSIDIAN,3,1,0,1,9,1,2,
grave-keep,Grave Keep,STRUCTURE,COMMON,FALSE,OBSIDIAN,5,2,0,2,11,2,2,
shard-gate,Shard Gate,STRUCTURE,RARE,FALSE,OBSIDIAN,6,2,0,3,12,3,2,
